iter	Logloss
142	0.4366411276
143	0.4353716184
144	0.4340836579
145	0.4331730502
146	0.4316415142
147	0.4305364472
148	0.4293625729
149	0.427931646
150	0.4266972915
151	0.4255371351
152	0.4237528024
153	0.4230525465
154	0.4216804483
155	0.4205129423
156	0.4192569705
157	0.4174171974
158	0.4162580601
159	0.4156194765
160	0.4146251673
161	0.4134032872
162	0.4119827712
163	0.4108364032
164	0.4094970037
165	0.4083024734
166	0.4069229374
167	0.4057841331
168	0.4044146211
169	0.4036349473
170	0.4033451023
171	0.4021797679
172	0.4014176368
173	0.4006266799
174	0.3994050744
175	0.3980506308
176	0.3966444221
177	0.3955965756
178	0.3945357363
179	0.3933040095
180	0.3921221865
181	0.3915209707
182	0.3907271227
183	0.3896833358
184	0.3889936451
185	0.3878980076
186	0.3864605098
187	0.3854479437
188	0.3848268873
189	0.3838410871
190	0.3828651669
191	0.3823520643
192	0.3815056243
193	0.3807172021
194	0.3796458669
195	0.3783026501
196	0.3776071048
197	0.3762138332
198	0.3752937537
199	0.3745681937
200	0.3737243316
201	0.3721145541
202	0.3712940733
203	0.3704029854
204	0.3688619581
205	0.3686327969
206	0.3674852995
207	0.3666175852
208	0.3657058485
209	0.3647178899
210	0.3639470919
211	0.3633317575
212	0.3622342046
213	0.3612361963
214	0.3600703854
215	0.3591117443
216	0.3581405663
217	0.3575663925
218	0.3569198134
219	0.3561821484
220	0.3551961949
221	0.3541140444
222	0.3529043979
223	0.3520270669
224	0.3506796404
225	0.3498443154
226	0.3490853681
227	0.3481708116
228	0.3470410508
229	0.34598499
230	0.3453173116
231	0.3448088002
232	0.3438311122
233	0.3431777553
234	0.3423745593
235	0.3415573003
236	0.3408104004
237	0.3396030228
238	0.3389583594
239	0.3383402613
240	0.3375884979
241	0.3366006989
242	0.33550595
243	0.3344772257
244	0.3336035192
245	0.3327155635
246	0.3319390104
247	0.3307293793
248	0.33012516
249	0.3290003897
250	0.3279441172
251	0.327091129
252	0.326432926
253	0.3256570258
254	0.3248446838
255	0.3241110271
256	0.3231512829
257	0.3225171457
258	0.3219742521
259	0.3209424751
260	0.3201495355
261	0.3190188837
262	0.3182263176
263	0.3175424684
264	0.316794451
265	0.3163166878
266	0.3157732195
267	0.3148295644
268	0.3141002155
269	0.3133822285
270	0.3126805014
271	0.3120372951
272	0.3110786739
273	0.3105305558
274	0.3098648259
275	0.3088855047
276	0.3078764715
277	0.307176362
278	0.3066275428
279	0.3057559951
280	0.3050773788
281	0.3044350141
282	0.3035829944
283	0.302744561
284	0.3022098443
285	0.3013614279
286	0.3006306206
287	0.2999789493
288	0.2998206164
289	0.2993660233
290	0.2988215382
291	0.2980294605
292	0.2970337013
293	0.2966204301
294	0.2958100209
295	0.2952922037
296	0.2943773149
297	0.2936528262
298	0.2929767787
299	0.2921931981
300	0.2916857694
301	0.2910260404
302	0.2904067162
303	0.2896088158
304	0.2887605903
305	0.2878899889
306	0.2870441792
307	0.2862708192
308	0.2853631937
309	0.2847134181
310	0.2839683932
311	0.2832568303
312	0.2824434687
313	0.2816933111
314	0.2809563782
315	0.2801427611
316	0.2795975348
317	0.2786562276
318	0.2783055292
319	0.2774869557
320	0.276961762
321	0.2760754658
322	0.2752136118
323	0.2744466289
324	0.2738551143
325	0.2733639454
326	0.2727018406
327	0.2720437188
328	0.2715041246
329	0.270964092
330	0.2701610067
331	0.2693536138
332	0.2690193061
333	0.2685124144
334	0.2681386007
335	0.2675772572
336	0.2669416901
337	0.2665349929
338	0.2661055693
339	0.2653918956
340	0.264698588
341	0.2638290721
342	0.2632947212
343	0.2627491004
344	0.2620962592
345	0.261526542
346	0.2611367134
347	0.2605743789
348	0.2600094027
349	0.2595816686
350	0.259144113
351	0.2583370428
352	0.2576244049
353	0.2570319039
354	0.256864028
355	0.2561959007
356	0.2556615804
357	0.2551412653
358	0.2547545039
359	0.2542611616
360	0.2535156337
361	0.2531253537
362	0.2526134817
363	0.252057567
364	0.2515382485
365	0.251166185
366	0.2507729779
367	0.2500796796
368	0.2492931025
369	0.2489448763
370	0.2482640972
371	0.2477220984
372	0.2470971965
373	0.2464652328
374	0.2461665617
375	0.2456839663
376	0.2454490181
377	0.2450006268
378	0.2445015915
379	0.2439297993
380	0.2434810986
381	0.2431317229
382	0.2426335665
383	0.2422065368
384	0.2417753109
385	0.2412823729
386	0.2409669916
387	0.2403671753
388	0.239645725
389	0.2390808438
390	0.2387087255
391	0.2384477665
392	0.2380011591
393	0.2372756843
394	0.2367962298
395	0.2362733727
396	0.2359645427
397	0.2358828091
398	0.235244545
399	0.2348085229
400	0.2340207192
401	0.233613136
402	0.2332759789
403	0.233081784
404	0.2328346578
405	0.2322811186
406	0.231610167
407	0.2311812191
408	0.2307061248
409	0.2302260935
410	0.2295308577
411	0.2292365409
412	0.2290927909
413	0.2283772326
414	0.2279843526
415	0.2276582873
416	0.2273800321
417	0.2269942893
418	0.2266954875
419	0.2262144625
420	0.22582854
421	0.2254848474
422	0.2251733501
423	0.224553594
424	0.2243200256
425	0.2237160232
426	0.2230613835
427	0.2227424276
428	0.2223808665
429	0.2221345444
430	0.2216284736
431	0.2210038712
432	0.2207393586
433	0.2200774953
434	0.2200385339
435	0.219776667
436	0.2195012128
437	0.2190410067
438	0.218823351
439	0.2183111099
440	0.2179231262
441	0.2176864655
442	0.2173172416
443	0.2169514099
444	0.2164799047
445	0.2161140544
446	0.2157818394
447	0.2155593992
448	0.2152108898
449	0.2147584667
450	0.2144146885
451	0.2139986051
452	0.2136264775
453	0.2132084133
454	0.2129444221
455	0.2125025497
456	0.212033614
457	0.2115177603
458	0.2109561968
459	0.2101593792
460	0.2096987209
461	0.2092645096
462	0.208907034
463	0.2085888557
464	0.208306219
465	0.2079363627
466	0.2074415966
467	0.2070309991
468	0.2065592212
469	0.2061967621
470	0.2059651531
471	0.2055110398
472	0.2050258419
473	0.2045516157
474	0.2040988588
475	0.2037821429
476	0.2034646421
477	0.2030091295
478	0.2027592393
479	0.2022285937
480	0.2017179534
481	0.201340989
482	0.2010247817
483	0.2006376888
484	0.1999909473
485	0.1994044989
486	0.1989125669
487	0.1985535524
488	0.1981900408
489	0.1976833023
490	0.1973351633
491	0.1970115356
492	0.1964796207
493	0.1960742101
494	0.1957777978
495	0.1954533614
496	0.1950636141
497	0.1948231406
498	0.1944397347
499	0.1942632343
500	0.1938918433
501	0.1936034243
502	0.1932823893
503	0.1931145453
504	0.1927673728
505	0.1924614498
506	0.1921038553
507	0.1918256746
508	0.1914261463
509	0.1912460651
510	0.1907817804
511	0.1905278635
512	0.1902247759
513	0.1897563752
514	0.1893330366
515	0.1890828539
516	0.1887407936
517	0.1884751912
518	0.188224915
519	0.1879428128
520	0.1875114613
521	0.1871772201
522	0.1870210975
523	0.1866986986
524	0.1863566446
525	0.1860931751
526	0.1856676848
527	0.1852735272
528	0.1851947487
529	0.1848529169
530	0.1843947197
531	0.1842490952
532	0.1838979224
533	0.1834433438
534	0.1833849192
535	0.1830917975
536	0.1828343521
537	0.1824757689
538	0.1823973576
539	0.1821959575
540	0.1818139874
541	0.1813116755
542	0.1809611173
543	0.1806704805
544	0.1803332806
545	0.1800988424
546	0.1797245611
547	0.1794458071
548	0.1791169238
549	0.1788631477
550	0.1785595423
551	0.1781904691
552	0.1777965339
553	0.1774477709
554	0.1771345276
555	0.176914188
556	0.1767417463
557	0.1764869383
558	0.1760517423
559	0.1757150943
560	0.1752738747
561	0.1750605393
562	0.17492083
563	0.1744739698
564	0.1742011817
565	0.1738811249
566	0.1736689091
567	0.1734534395
568	0.1730640534
569	0.1728684204
570	0.1724000729
571	0.1722767849
572	0.1720140114
573	0.1715620238
574	0.1712701638
575	0.1709819997
576	0.1707134914
577	0.1704317343
578	0.1702185552
579	0.1698722075
580	0.1695137049
581	0.169198518
582	0.168830178
583	0.1686889761
584	0.1683595038
585	0.1679972058
586	0.1677359257
587	0.1675702085
588	0.1671908363
589	0.1669277043
590	0.1666602846
591	0.1663791885
592	0.1661759533
593	0.1658709854
594	0.1654997822
595	0.1653967325
596	0.1650482558
597	0.1647354308
598	0.1644269915
599	0.1641418938
600	0.1638961611
601	0.1636169903
602	0.1633745922
603	0.1630478265
604	0.1627555076
605	0.1623446101
606	0.1620821741
607	0.1618955171
608	0.1616913541
609	0.1614008644
610	0.1611093643
611	0.1607946431
612	0.1606578716
613	0.1603359572
614	0.1599936707
615	0.1597006243
616	0.1595125662
617	0.1592431425
618	0.1589923411
619	0.1587100735
620	0.1583761955
621	0.1579667832
622	0.1577791998
623	0.1575162235
624	0.1571097059
625	0.1569038749
626	0.1565139907
627	0.1563529066
628	0.1559317221
629	0.1556578318
630	0.1553505472
631	0.155104024
632	0.1549031303
633	0.1545891121
634	0.1542657322
635	0.1539646864
636	0.1536506756
637	0.1534458526
638	0.153174476
639	0.1529299419
640	0.152786166
641	0.1525439773
642	0.152306725
643	0.1520667685
644	0.151751259
645	0.1514323549
646	0.1510379221
647	0.150775196
648	0.1505311058
649	0.150148196
650	0.1498422648
651	0.1495614912
652	0.1494278545
653	0.1492964904
654	0.1492163992
655	0.149019559
656	0.1487652045
657	0.1485814724
658	0.1483743071
659	0.1480798907
660	0.1478058212
661	0.1475244289
662	0.1472359338
663	0.1471989353
664	0.1469275992
665	0.1467087281
666	0.1465186488
667	0.1463530362
668	0.1461282237
669	0.1458448292
670	0.1456078394
671	0.1454456779
672	0.1451909114
673	0.1449130869
674	0.1446321111
675	0.1443825162
676	0.1442129161
677	0.1438812437
678	0.1435634734
679	0.143306038
680	0.1431096037
681	0.1428873964
682	0.1426489945
683	0.1424517582
684	0.1421793621
685	0.1420622584
686	0.1418711407
687	0.1415677422
688	0.1413569205
689	0.1411244134
690	0.1407286001
691	0.1406430846
692	0.1404139286
693	0.1401868719
694	0.139928591
695	0.1397087253
696	0.1395121539
697	0.1393053868
698	0.1390098221
699	0.1387332561
700	0.138491699
701	0.1382915785
702	0.1381444714
703	0.1380283156
704	0.1378149898
705	0.1376114443
706	0.1373687614
707	0.1371062232
708	0.1369254344
709	0.1366957421
710	0.136512368
711	0.136364862
712	0.1361478238
713	0.1359672085
714	0.135727114
715	0.1355246405
716	0.1352625177
717	0.1350284043
718	0.1348039417
719	0.1345408423
720	0.1343893457
721	0.1340906239
722	0.1337255746
723	0.1334186415
724	0.1332809312
725	0.1329673274
726	0.1326015511
727	0.1324359792
728	0.1321970125
729	0.1319048568
730	0.1316233404
731	0.1314172993
732	0.1310901695
733	0.13088014
734	0.1307084462
735	0.1304337938
736	0.1301341337
737	0.1299229309
738	0.1297301048
739	0.1295397109
740	0.1292225943
741	0.1290777813
742	0.1288361595
743	0.1286196662
744	0.128392839
745	0.1282102275
746	0.1280997463
747	0.1278394042
748	0.127632781
749	0.1274113892
750	0.1272782616
751	0.1271346837
752	0.1269707997
753	0.126865276
754	0.1266007467
755	0.1264674546
756	0.1262627816
757	0.1260961815
758	0.1258610756
759	0.1257062016
760	0.1254545954
